Heart_rate,Max_volume,Min_volume,Endsys_volume,Enddiast_volume,Max_preassure,Min_preassure,Endsys_preassure,Enddiast_preassure,Stroke_vol,Eject_F,Cardiac_output,Stroke_work,Art_elastance,dPdt_max,dPdt_min,dVdt_max,dVdt_min,PdVdt_max,PdPdt_max,VdPdt_max,VdPdt_min,Tau_w,Tau_g,Max_power,PAMP,Group
353,360.14,225.93,227.94,358.25,102.81,3.26,91.77,4.73,134.21,37.27,47368.93,9158,0.68,10231,-4582,11427,-13691,70.1,30.81,355.31,257.52,10.25,18.99,172.18,13.42,Case
347,366.61,231.77,241.51,349.9,89.48,0.78,85.92,4.03,134.84,36.78,46763.71,7215,0.64,8411,-4519,11681,-14568,59.62,33.14,357.06,255.83,9.85,18.15,154.21,12.6,Case
343,361.4,228.45,238.43,360.89,88.82,4.03,86.11,9.19,132.95,36.79,45581.83,6291,0.65,7297,-4284,11869,-16075,62.26,28.26,338.79,253.63,11.51,18.81,163.69,12.57,Case
335,364.6,222.41,232.03,362.53,107.5,4.94,96.62,11.37,142.18,39,47659.1,10019,0.68,11847,-4378,11366,-16329,73.9,53.99,352.23,249.74,11.4,22.94,201.83,15.36,Case
347,363.03,224.42,227.44,358.82,105.5,4.48,93.92,10.18,138.61,38.18,48071.45,9620,0.68,11376,-4519,13249,-14193,71.17,38,355.74,250.8,11.47,21.89,188.09,14.61,Case
355,359.26,229.57,236.92,357.44,97.34,1.31,90.72,3.97,129.68,36.1,46041.93,8297,0.7,10011,-4598,11052,-12940,63,30.26,354.87,260.41,9.78,19.49,160.43,12.56,Case
347,364.03,235.29,240.38,356.63,86.71,2.14,82.22,9.11,128.74,35.36,44649.92,6109,0.64,7736,-4456,10743,-16765,58.45,33.14,344.13,263.3,10.61,18.92,167.84,13.2,Case
333,364.6,223.17,232.09,362.97,102.57,5.19,93.94,11.72,141.43,38.79,47142.14,9135,0.66,10419,-4347,11808,-13442,72.49,44.95,352.23,251.68,11.42,25.73,161.13,12.23,Case
347,364.1,223.55,231.71,361.34,107.32,4.75,96.28,10.67,140.55,38.6,48745.26,9849,0.69,10874,-4613,9986,-14574,69.18,33.1,357.06,252,11.31,20.96,189.82,14.54,Case
345,361.65,226,232.03,361.4,103.78,3.7,94.43,6.93,135.65,37.51,46776.7,9205,0.7,10906,-4519,12432,-13884,70.64,35.13,356.56,252.94,10.86,20.88,169.23,12.96,Case
353,364.6,233.16,240.94,352.23,91.68,0.81,86.72,3.79,131.44,36.05,46390.58,7592,0.66,8991,-4582,10616,-14568,60.11,29.86,359.95,257.84,9.83,17.84,160.22,12.91,Case
343,360.45,232.78,238.81,359.83,87.07,3.79,83.33,9.39,127.68,35.42,43774.42,5972,0.65,7375,-4268,9605,-20161,59.4,28.62,341.62,261.36,11.58,19.16,183.14,14.14,Case
335,364.48,224.05,236.8,362.4,106.3,4.97,97.56,11.4,140.43,38.53,47070.77,9841,0.69,11674,-4347,11681,-14072,71.11,46.87,356.37,247.85,11.76,25.62,186.83,14.23,Case
345,362.27,223.99,228.82,358.7,105.93,4.66,94.71,10.13,138.29,38.17,47684.56,9606,0.68,10717,-4598,9357,-14629,69.4,42.19,355.18,253.51,11.26,21.29,183.21,14.24,Case
353,359.01,226.94,235.6,355.74,102.16,2.71,94.08,4.42,132.08,36.79,46614.87,8968,0.71,10733,-4566,13001,-14132,67.5,33.72,354.24,255.76,10,19.7,174.99,13.83,Case
349,366.04,235.04,244.9,349.65,88.54,0.73,84.76,5.3,131,35.79,45699.14,6944,0.65,8850,-4441,11621,-14005,57.87,31.41,357.56,259.35,10.33,18.79,149.73,12.25,Case
345,363.53,228.07,233.85,362.34,92.84,5.3,86.61,9,135.46,37.26,46712.01,6897,0.64,8442,-4299,10931,-15452,65.11,30.64,343.5,251.81,11.24,20.37,165.47,12.6,Case
345,316.12,133.37,148.45,292.19,88.41,-3.1,85.15,0.26,182.75,57.81,63015.92,11871,0.47,6021,-2869,4400,-10925,-1.83,27.48,288.17,138.27,9.21,22.79,59.78,7,Case
345,298.47,129.55,145.81,267.01,86.7,-2.33,84.75,3.47,168.92,56.6,58249.13,10621,0.5,5942,-2665,3765,-9290,-0.49,23.09,276.43,134.13,9.51,21.79,52.81,7.41,Case
345,305.31,128.48,138.33,302.05,91.67,0.27,86.23,3.22,176.84,57.92,60978.97,10308,0.49,5927,-2744,4461,-7789,0.46,27.57,264.06,132.94,10.67,21.41,57.97,6.35,Case
339,316.81,132.12,146,310.72,92.3,-0.13,88.56,3.08,184.69,58.3,62606.44,12402,0.48,6084,-2822,3771,-10114,0.62,29.63,291.38,138.15,10.21,20.7,72.93,7.55,Case
345,326.48,134,146.63,308.77,92.89,-0.27,88.42,2.74,192.48,58.96,66371.87,13380,0.46,6162,-2791,4957,-9799,0.76,31.27,303.43,139.47,10.41,22.27,75.82,7.95,Case
347,321.9,133.75,149.45,304.62,89.87,-1.7,87.22,0.59,188.14,58.45,65252.57,12575,0.46,6146,-2791,4461,-9986,-1.54,27.78,300.04,138.21,9.74,22.81,63.83,6.88,Case
345,308.21,130.61,147.63,279.25,86.67,-3.24,84.38,0.62,177.6,57.62,61239.85,11128,0.48,5817,-2697,3395,-10114,-1.87,27.84,279.19,135.82,9.13,22.86,55.95,7.17,Case
343,289.93,126.91,141.03,286.73,88.12,0.23,85.21,4.07,163.02,56.23,55893.05,10194,0.52,5958,-2650,4775,-8352,2.6,23.31,269.27,130.17,10.86,23.41,58.76,7.15,Case
339,311.54,130.42,141.92,306.26,92.92,0.01,88.75,3.38,181.11,58.14,61393.9,12068,0.49,5989,-2885,4334,-10174,12.05,26.43,290.5,134.5,10.46,21.49,63.14,6.73,Case
339,321.77,132.25,146.18,308.52,93.14,-0.12,89.24,3.35,189.52,58.9,64245.71,12916,0.47,6256,-2869,4648,-10804,1.17,28.54,299.6,138.4,10.47,21.5,64.76,6.8,Case
343,324.78,134.32,144.05,307.7,92.91,-0.53,86.92,2,190.47,58.64,65303.67,13271,0.46,6287,-2822,3898,-10174,0.34,28.25,305.57,138.9,10.1,21.15,72.74,7.68,Case
347,317.88,133.5,146.63,293.95,89.16,-2.99,84.93,0.15,184.38,58,63946.93,12210,0.46,5911,-2791,4019,-10864,-1.81,25.36,295.27,139.84,8.6,20,66.19,7.66,Case
345,300.48,129.42,146,265.5,86.71,-2.99,84.77,1.34,171.06,56.93,58985.86,10776,0.5,5770,-2728,3389,-8915,-2.11,26.02,273.48,133.18,9.47,23.88,58.79,8.34,Case
341,298.97,126.84,141.42,294.7,90.35,0.64,88.81,3.68,172.13,57.57,58680.77,9897,0.52,6052,-2681,4334,-8292,2.34,25.08,259.92,129.55,11.08,22.6,55.23,6.36,Case
345,313.36,130.74,144.24,305.25,93.24,-0.1,89.74,3.03,182.62,58.28,62972.09,12469,0.49,6068,-2854,4019,-9926,-0.01,26.8,294.26,133.87,10.62,22.56,68.3,7.33,Case
345,320.95,132.81,147.5,305.44,92.3,-0.16,88.56,2.8,188.14,58.62,64877.55,12685,0.47,6303,-2791,4836,-10174,0.34,28.83,299.1,139.65,10.17,20.96,68.33,7.32,Case
347,321.14,133.5,144.87,305.63,91.07,-1.21,85.3,1.37,187.64,58.43,65078.34,12606,0.45,6162,-2744,4775,-9103,-0.18,27.6,301.49,139.21,9.42,20.15,66.66,7.14,Case
347,311.72,131.62,148.07,288.8,87.45,-3.24,84.47,0.21,180.11,57.78,62464.97,11467,0.47,6052,-2760,3958,-10737,-1.56,27.95,283.02,137.46,8.86,22.79,58.02,6.96,Case
347,296.02,128.41,140.72,265.82,87.12,-2.89,83,3.39,167.61,56.62,58130.33,10595,0.5,5770,-2666,3395,-8600,-1.83,21.8,276.49,131.99,9.75,24.41,60.92,8.62,Case
341,301.74,127.1,143.61,297.78,91.93,0.26,90.16,3.41,174.64,57.88,59537.05,10503,0.52,6052,-2744,4334,-8419,2,28.07,264.87,130.93,10.97,22.92,57.02,6.43,Case
343,313.67,131.17,143.8,306.07,92.94,-0.16,88.39,3.3,182.49,58.18,62568.67,12281,0.48,6225,-2854,4582,-10737,0.81,27.57,291.69,137.33,10.49,21.64,64.57,6.89,Case
343,322.4,133.12,145.81,305.51,92.7,-0.18,88.22,3.27,189.28,58.71,64894.87,12922,0.47,6162,-2807,4334,-8855,0.81,27.74,303.37,138.46,10.55,22.57,73.12,7.83,Case
347,320.2,132.87,145.94,305.07,91.07,-1.48,87.04,0.95,187.33,58.5,64969.19,12550,0.46,6084,-2822,5653,-10422,-0.95,27.56,298.85,138.59,9.42,21.39,62.86,6.75,Case
347,311.22,130.74,147.44,280.7,87.23,-3.27,84.94,0.43,180.48,57.99,62595.11,11412,0.47,6068,-2713,4140,-9551,-1.8,27.63,282.27,136.77,8.68,21.39,63.91,8.11,Case
343,290.5,127.47,143.11,273.98,87.29,-2.64,84.91,3.96,163.03,56.12,55895.12,10249,0.52,5848,-2760,3583,-8352,2.88,27.2,263.75,131.36,9.76,23.39,52.35,6.97,Case
343,303.81,127.97,141.54,300.92,93.11,0.21,90.32,3.38,175.83,57.88,60286.05,11424,0.51,6225,-2713,5023,-8479,1.84,29.94,273.67,132.75,10.51,20.53,66.13,7.3,Case
343,315.37,131.11,143.42,306.76,92.92,-0.13,87.89,3.25,184.25,58.42,63172.53,12355,0.48,6193,-2869,5465,-11554,1.47,30.21,289.24,137.02,10.51,21.75,65.15,6.92,Case
345,322.9,133.18,146.87,304.12,92.77,-0.24,88.52,3.08,189.72,58.75,65420.18,13000,0.47,5990,-2791,4327,-9611,0.98,31.65,298.78,138.71,10.3,21.89,70.31,7.6,Case
347,317.88,132.37,144.05,303.69,90.24,-1.78,85.21,0.87,185.51,58.36,64339.46,12390,0.46,5974,-2791,4461,-10676,-1.29,26.33,298.54,139.65,8.89,20.11,65.66,7.12,Case
347,308.71,130.05,145.25,279,87.18,-3.27,83.92,0.64,178.66,57.87,61963.28,11258,0.47,6146,-2791,4146,-10362,-2.11,25.02,282.96,135.82,8.9,21.81,62.61,8.04,Case
341,288.17,126.91,141.03,284.78,88.09,-0.82,85.21,4.16,161.27,55.96,54977.11,10045,0.53,5801,-2713,4146,-8352,3.08,28.06,261.61,131.3,10.2,22.49,53.37,6.58,Case
341,308.39,128.98,140.34,303.93,93.86,0.07,89.66,3.3,179.42,58.18,61165,12146,0.5,6225,-2791,4334,-10114,1.87,30.54,282.52,132.37,10.92,22.89,64.59,6.99,Case
343,318.69,131.74,146,305.88,93.66,-0.09,89.94,3.19,186.95,58.66,64095.95,12779,0.48,6287,-2885,4836,-11306,1.22,27.93,297.09,138.27,10.35,21.28,70.63,7.55,Case
345,322.78,133.75,147.69,305.76,92.58,-0.23,88.96,2.78,189.02,58.56,65180.17,12960,0.47,6052,-2838,5405,-9169,1.25,31.81,299.17,139.78,10.28,21.27,66.17,7.08,Case
345,318.57,132.25,146.44,298.16,90.29,-2.22,86.4,0.43,186.32,58.49,64249.36,12396,0.46,6052,-2807,4206,-9484,-1.15,30.14,293.39,138.9,8.89,20.41,63.17,7.11,Case
345,304.12,128.85,143.04,273.79,87.22,-3.27,83.3,0.81,175.27,57.63,60438.43,11100,0.48,5958,-2744,3704,-9418,-1.51,27.12,275.55,132.94,8.98,22.75,57.04,7.61,Case
341,295.21,126.34,137.96,290.69,89.91,0.7,86.62,3.69,168.87,57.2,57568.64,10027,0.51,5911,-2697,3892,-9672,2.74,23.26,265,128.48,11.26,23.21,63.25,7.49,Case
339,311.15,129.55,142.8,304.5,93.22,-0.05,89.76,3.44,181.61,58.37,61562.14,12207,0.49,6287,-2744,4775,-10864,0.1,30.55,283.53,135.19,10.26,20.32,67.92,7.33,Case
345,320.51,132.18,145.68,303.06,93.02,-0.16,89.3,2.97,188.33,58.76,64942.25,12896,0.47,6131,-2854,4267,-11052,0.95,26.66,303,137.96,10.32,21.32,67.27,7.32,Case
345,320.01,132.56,145.25,302.55,91.5,-1,86.92,1.53,187.45,58.58,64637.54,12621,0.46,6131,-2822,4896,-9296,-0.59,28.45,299.92,137.14,9.82,21.19,66.55,7.27,Case
347,312.41,131.05,147,286.67,88.45,-2.97,85.69,0.43,181.36,58.05,62899.48,11852,0.47,6068,-2838,4334,-9103,-2.41,26.19,290.5,135.19,8.99,22.32,62.66,7.62,Case
345,293.07,127.54,142.29,260.79,86.62,-2.8,83.17,3.44,165.53,56.48,57080.39,10313,0.5,5707,-2728,3892,-8607,-1.67,27.98,264.18,130.93,9.8,23.92,52.81,7.76,Case
341,302.68,127.47,142.67,298.78,92.15,0.34,90.24,3.47,175.21,57.89,59731,10293,0.52,5989,-2869,5084,-8413,2.03,27.1,262.74,131.43,10.87,21.01,54.54,6.11,Case
339,313.55,130.74,143.11,304.69,93.16,-0.12,88.89,3.1,182.81,58.3,61968.37,12375,0.49,6240,-2807,4775,-10241,1.18,27.46,292.44,136.08,10.4,21.55,61.09,6.58,Case
345,321.83,132.31,145.12,302.55,93.33,-0.34,89.43,2.8,189.52,58.89,65353.4,13133,0.47,6256,-2854,4521,-10301,0.87,31.01,298.78,138.21,10.34,21.07,73.85,8.07,Case
345,316.12,131.62,145.25,297.72,90.01,-2.12,85.41,0.48,184.5,58.36,63621.16,12269,0.46,6225,-2760,4400,-9357,-1.18,28.64,294.89,136.08,9.64,22.94,63.75,7.19,Case
343,304.56,129.23,143.42,269.84,87.25,-3.22,83.55,0.82,175.33,57.57,60113.82,11059,0.48,6131,-2838,3644,-10235,-1.43,25.66,278.38,135.26,8.9,21.32,57.28,7.87,Case
343,295.52,126.22,142.11,290.12,88.19,0.76,86.75,4.08,169.3,57.29,58047.01,9747,0.51,6005,-2571,3765,-8479,0.79,24.72,261.54,130.36,10.69,20.15,57.3,6.81,Case
339,312.98,129.17,140.47,306.82,93.02,-0.02,88.25,3.25,183.81,58.73,62308.95,12317,0.48,6131,-2869,4648,-9980,1.98,27.95,291.12,133.06,10.7,21.94,65.09,6.91,Case
341,322.15,132.18,142.98,307.14,93.63,-0.13,88.38,3.13,189.97,58.97,64761.37,13152,0.47,6099,-2807,4588,-10422,0.81,31.96,295.84,137.4,10.33,21.3,73.6,7.8,Case
345,324.22,132.75,145.18,304.44,92.59,-0.43,88.25,1.78,191.47,59.06,66025.42,13141,0.46,6131,-2807,5278,-8794,0.37,31.35,300.29,138.59,10.05,21,68.9,7.43,Case
345,315.87,131.62,146.69,292.76,89.46,-2.99,85.73,0.13,184.25,58.33,63535.59,12187,0.47,6099,-2885,5023,-9611,-1.75,26.84,293.89,137.71,8.97,21.63,62.87,7.34,Case
347,300.17,128.92,143.17,265.63,87.23,-2.89,84.21,1.03,171.25,57.05,59393.99,10885,0.49,5754,-2728,3771,-9230,-2.12,32.93,265.69,132.94,9.26,22.88,64.77,9.18,Case
339,302.8,126.28,142.29,299.1,91.34,0.59,90.4,3.71,176.52,58.3,59838.75,9977,0.51,5880,-2775,4455,-8540,2.47,28.03,256.96,129.73,11,21.46,59.83,6.69,Case
343,314.8,130.61,143.11,306.13,93.79,-0.07,90.15,3.18,184.19,58.51,63149.7,12762,0.49,6021,-2791,4836,-8982,1.43,32.23,289.11,135.45,10.65,22.2,67.39,7.19,Case
345,321.08,132.31,145.56,305.76,92.92,-0.13,88.19,3.08,188.77,58.79,65094.61,12918,0.47,6084,-2838,4836,-10241,1.45,30.8,296.77,137.64,10.43,21.44,66.73,7.14,Case
347,503.57,287.34,299.53,492.96,105.32,0.87,97.62,4.51,216.23,42.94,74994.48,16675,0.45,8907,-9158,11500,-8855,2.09,26.48,478,292.11,9.58,11.08,85.06,3.5,Case
335,513.87,303.67,313.79,502.69,107.96,0.51,101.32,3.58,210.2,40.9,70458.05,14913,0.48,9675,-8938,11627,-5901,1.84,21.85,475.62,308.32,9.53,11.51,82.51,3.27,Case
343,541.45,315.05,321.95,514.19,107.11,-1.22,100.32,2.25,226.41,41.81,77625.66,15902,0.44,8578,-8546,12565,-6664,0.23,18.93,490.94,321.2,8.87,11.68,88.14,3.33,Case
337,512.93,300.78,314.54,493.14,103.99,1.53,98.23,5.14,212.15,41.36,71510.81,17586,0.46,9064,-9456,12819,-7414,2.97,21.08,495.34,307.82,9.68,10.84,98.83,4.06,Case
339,506.27,294.38,304.68,492.83,106.97,0.82,99.14,4.62,211.89,41.85,71828.65,16034,0.47,9158,-8452,12317,-6597,2.08,25.13,477.06,298.15,9.6,11.99,82.19,3.38,Case
337,525.87,307.44,315.98,507.4,108.21,-0.34,101.01,2.91,218.43,41.54,73626.43,14813,0.46,7935,-9628,13194,-5907,0.89,24.36,477.18,311.84,9.13,11.59,79.49,3.09,Case
341,538.69,312.34,320.01,505.21,105.49,-1.36,98.55,4.32,226.35,42.02,77163.97,16819,0.44,8781,-9754,11560,-9236,-0.12,19.15,496.53,319.07,9,11.15,90.9,3.56,Case
341,504.2,286.65,298.02,492.14,105.35,1.04,97.23,5.04,217.55,43.15,74163.91,17595,0.45,9503,-9409,12056,-6912,2.19,23.29,481.21,291.24,9.64,10.79,93.39,3.86,Case
341,515.88,306.44,312.6,504.2,107.63,0.46,100.21,3.13,209.44,40.6,71401.13,14540,0.48,9064,-9017,11808,-7227,2,21.15,476.62,310.14,9.53,11.47,87.1,3.43,Case
337,542.71,319.25,325.47,514.38,107.27,-1.28,100.57,2.88,223.45,41.17,75321.78,15500,0.45,9173,-8656,11687,-6095,92.53,20.24,491.89,324.22,8.82,12.37,82.95,3.14,Case
343,512.43,296.2,307.57,492.89,105.24,1.34,98.19,4.81,216.23,42.2,74135.33,18252,0.45,8499,-8546,13376,-7475,2.92,18.92,495.9,301.54,9.6,11.58,103,4.24,Case
337,507.28,299.66,308.07,493.2,107.22,0.81,99.32,4.57,207.62,40.93,69984.79,15395,0.48,9754,-9581,12377,-7541,2.03,22.85,477.5,304.55,9.54,11.29,74.69,3.07,Case
337,533.97,309.33,315.86,510.04,108.39,-0.6,101.1,2.77,224.65,42.07,75723.68,14919,0.45,7527,-9722,13315,-5720,0.92,24.45,478.63,314.67,9.07,11.64,74.32,2.86,Case
339,538.75,313.41,321.39,502.94,105.45,-1.06,98.88,5.17,225.34,41.83,76385.39,17012,0.44,7668,-9863,12190,-7348,-0.07,17.62,497.92,320.13,9.16,10.95,92.67,3.66,Case
337,505.96,286.84,300.41,494.08,106.14,1.01,98.84,4.71,219.12,43.31,73861.04,17449,0.45,9738,-9550,12377,-8794,2.31,25.33,481.58,292.49,9.48,10.92,96.97,3.97,Case
337,511.61,307.95,316.24,499.3,108.79,0.76,102.15,3.97,203.66,39.81,68650.54,14816,0.5,9283,-9283,11935,-5907,1.87,23.8,478.82,311.97,9.62,11.53,80.94,3.25,Case
341,542.83,317.24,325.79,515.38,108.03,-1.12,101.97,2.12,225.59,41.56,76906.06,14976,0.45,8091,-9942,11621,-6222,0.38,18.59,486.17,323.77,8.85,11.67,78.65,2.96,Case
341,515.07,308.51,320.45,495.78,104.51,1.36,98.53,5.21,206.56,40.1,70416.92,17230,0.48,8970,-8593,12692,-7348,2.86,20.16,497.67,315.92,9.49,11.03,93.68,3.81,Case
335,506.77,292.49,304.18,493.65,106.47,0.84,98.58,4.48,214.29,42.28,71827.45,16227,0.46,9346,-9283,12377,-10368,2.19,25.43,478.69,298.34,9.57,11.02,81.81,3.36,Case
341,520.6,306.44,312.72,508.72,108.8,0.21,101.15,3.14,214.16,41.14,73008.45,15063,0.47,9487,-9064,12123,-5465,1.48,22.01,477.87,310.52,9.33,12,74.43,2.88,Case
341,541.52,318.69,326.29,513.62,106.51,-1.33,100.13,3.14,222.83,41.15,75963.12,15854,0.45,7982,-9785,11742,-6403,0.09,22.85,495.78,324.72,8.81,11.53,82.99,3.15,Case
341,512.8,293.37,304.99,492.52,105.15,1.25,97.87,4.96,219.43,42.79,74805.6,18007,0.45,7213,-8907,12880,-7850,2.91,17.38,492.2,298.71,9.59,11.26,105.51,4.35,Case
337,507.28,300.28,309.08,493.39,107.38,0.9,99.24,4.38,207,40.81,69774.65,15230,0.48,8876,-9221,11875,-6343,2.11,24.7,475.93,305.56,9.51,11.56,77.57,3.19,Case
333,533.73,308.58,317.99,511.11,107.86,-0.67,101.12,2.28,225.15,42.18,75049.76,15113,0.45,9079,-9283,13255,-6845,0.96,22.7,478.76,314.35,9.01,11.42,79.82,3.06,Case
337,526.5,308.26,319.31,497.41,104.65,-0.17,98.28,5.64,218.24,41.45,73563.18,17460,0.45,8672,-8562,12002,-7917,0.85,21.58,499.05,314.35,9.2,11.6,98.09,3.96,Case
341,504.14,286.02,301.1,491.26,105.4,0.92,98.11,4.6,218.12,43.27,74357.86,16987,0.45,7888,-8719,12250,-7166,2.12,21.19,478.95,290.1,9.52,11.37,85.24,3.53,Case
335,514.94,305.74,313.85,503.57,107.8,0.57,100.43,3.46,209.2,40.63,70121.28,14704,0.48,9440,-8672,12559,-6349,1.72,22.6,475.86,309.33,9.53,11.51,82.8,3.27,Case
339,542.39,316.37,324.72,514.12,107.19,-1.28,100.51,2.61,226.03,41.67,76619.28,15881,0.44,7088,-9910,11621,-7414,0.02,16.91,491.44,322.33,8.88,11.47,85.67,3.24,Case
337,512.43,297.64,310.65,492.45,104.11,1.4,97.45,4.95,214.79,41.92,72400.3,17909,0.45,7762,-9189,13255,-7414,2.96,17.54,495.21,305.12,9.58,11.01,99.23,4.09,Case
335,505.64,294.69,308.32,491.57,106.51,0.78,99.41,4.6,210.95,41.72,70709.61,15857,0.47,9707,-9330,12377,-7414,2.12,24.36,477.18,300.35,9.46,11.28,76.23,3.15,Case
337,530.02,306.82,315.61,508.85,107.53,-0.53,100.33,2.23,223.2,42.11,75236.09,14909,0.45,7260,-9785,14005,-6658,1.12,18.15,478.26,311.21,9,11.47,79.09,3.05,Case
335,533.16,311.21,319.69,500.55,104.51,-0.98,97.87,5.31,221.95,41.63,74395.83,16984,0.44,8985,-9785,12062,-8413,-0.12,19.77,496.72,317.43,9.18,10.82,94.65,3.78,Case
335,503.07,284.07,296.26,490.25,105.02,1.03,96.35,4.77,219,43.53,73407.84,17349,0.44,7260,-8891,11245,-8855,2.31,20.19,478.82,289.73,9.5,11.2,86.59,3.6,Case
337,511.24,304.36,311.97,498.61,107.61,0.59,99.88,3.28,206.87,40.46,69731.81,14826,0.48,8248,-9377,10931,-6845,1.79,24.55,476.31,308.64,9.49,11.32,79.41,3.19,Case
339,539.32,314.73,322.21,513.06,106.64,-1.2,99.61,2.27,224.59,41.64,76130.99,15455,0.44,8625,-8923,13376,-7287,92.56,22.13,486.8,320.83,8.82,11.5,81.1,3.08,Case
339,512.55,300.09,313.85,491.26,103.2,1.42,96.76,5.32,212.46,41.45,72021.51,17520,0.46,8828,-8844,13569,-7917,2.64,21.22,495.9,308.45,9.67,10.88,98.84,4.1,Case
337,504.32,291.93,303.04,490.06,105.37,0.84,97.17,4.54,212.4,42.12,71594.45,15828,0.46,7386,-9220,12002,-8479,1.97,20.3,475.11,298.27,9.49,10.97,81.63,3.4,Case
337,530.77,305.62,315.11,508.35,106.98,-0.56,99.08,2.78,225.15,42.42,75893.02,14856,0.44,8154,-9314,13884,-5465,0.76,23.83,474.17,310.2,9.02,11.45,73.71,2.85,Case
337,530.96,311.97,321.89,498.92,104.21,-0.6,97.54,5.65,218.99,41.24,73818.2,16873,0.45,8530,-9252,12438,-8104,0.35,18.82,496.79,318.31,9.16,10.94,87.27,3.51,Case
341,503.76,285.89,302.35,492.07,105.1,0.95,97.87,4.57,217.87,43.25,74273.26,17068,0.45,8138,-9126,10991,-6912,2.2,21.77,480.26,291.87,9.54,11.06,82.24,3.4,Case
335,519.09,305.81,313.54,506.33,107.36,0.04,99.82,3.05,213.27,41.09,71488.65,14634,0.47,9487,-8625,11996,-7662,1.5,22.76,475.86,309.77,9.45,11.58,72.63,2.83,Case
339,541.14,317.06,323.21,512.24,106.34,-1.42,99.5,2.75,224.08,41.41,75960.7,15990,0.44,8436,-8875,11996,-8921,0.02,22.26,493.77,322.21,9.05,11.47,78.75,3,Case
337,511.49,293.19,308.13,491.01,104.8,1.28,97.84,4.92,218.3,42.68,73585.62,18002,0.45,8938,-8891,12819,-7917,2.74,22.12,492.2,301.22,9.51,10.94,106.59,4.42,Case
335,506.21,299.72,311.09,494.34,107.11,0.84,99.66,4.1,206.5,40.79,69216.46,15208,0.48,9126,-9487,11439,-6785,2.08,24.3,476.05,304.93,9.62,11.15,74.45,3.05,Case
333,538,312.15,319.63,512.24,106.83,-1.01,99.5,2.55,225.85,41.98,75281.77,14997,0.44,7104,-9691,13067,-5968,0.59,17.57,481.14,318.56,8.86,11.42,77.94,2.97,Case
335,514.44,305.12,321.07,495.4,103.74,1.07,98.06,5.54,209.32,40.69,70161.86,17486,0.47,7354,-9440,12813,-7287,2,16.83,497.1,313.41,9.48,10.54,100.74,4.1,Case
341,503.63,287.53,302.35,492.64,105.48,0.93,97.87,4.76,216.11,42.91,73672.84,16651,0.45,7386,-8985,11681,-7287,2.01,26.79,479.13,294.12,9.55,10.93,81.35,3.35,Case
337,516.2,306.37,314.04,504.64,107.2,0.32,99.5,3.19,209.82,40.65,70727.39,14540,0.47,8186,-9064,12002,-6972,1.75,24.09,475.43,309.83,9.49,11.42,79.6,3.13,Case
337,538.62,314.23,323.59,511.24,105.9,-1.15,99.06,2.83,224.39,41.66,75638,16042,0.44,7245,-9754,12123,-8292,0.32,23.07,493.46,320.38,8.93,11.18,81.06,3.1,Case
339,509.73,293.56,312.03,490.75,103.69,1.36,97.86,4.81,216.17,42.41,73277.12,18132,0.45,7354,-9456,13067,-7917,2.53,17.15,494.78,301.35,9.61,10.69,102.9,4.27,Case
339,504.77,294.88,304.87,492.26,105.89,0.82,97.56,4.12,209.89,41.58,71147.5,15546,0.46,9362,-9471,12311,-7917,1.95,24.12,475.49,300.28,9.47,11.09,72.85,3.01,Case
337,532.41,307.82,314.16,509.92,106.69,-0.6,98.66,2.44,224.59,42.18,75703.28,14805,0.44,9503,-9220,13569,-7856,0.9,21.3,475.99,312.91,9.02,11.67,77.32,2.97,Case
337,526.81,307.51,320.76,498.73,103.99,-0.18,97.43,5.31,219.31,41.63,73924.29,17162,0.44,8954,-9503,12692,-8104,0.49,20.86,496.1,315.29,9.08,10.95,93.63,3.76,Case
337,503.69,284.83,297.58,490,105.05,1,96.21,4.9,218.87,43.45,73775.36,17016,0.44,9597,-8499,10616,-10864,2.28,24.44,479.45,291.24,9.56,11.53,83.35,3.47,Case
335,514.38,303.36,313.85,502.94,107.16,0.45,99.94,3.32,211.02,41.02,70731.93,14795,0.47,7496,-9268,11124,-7983,2.22,24.81,476.43,308.07,9.47,11.34,77.61,3.07,Case
339,539.63,312.84,322.08,513.37,106.07,-1.39,99,2.36,226.79,42.03,76877.79,16103,0.44,8531,-9848,12183,-7039,-0.13,18.84,491.26,319.13,8.81,11.28,80.57,3.06,Case
339,513.06,293.62,306.56,488.62,103.41,1.36,96.19,4.82,219.44,42.77,74385.02,18176,0.44,8860,-8374,12813,-8292,2.5,21.26,493.71,301.85,9.54,10.9,107.15,4.49,Case
335,503.76,292.99,306.94,489.25,105.63,0.81,98.04,4.32,210.77,41.84,70648.75,15637,0.47,9754,-9440,11687,-7850,1.81,23.42,475.11,299.9,9.49,10.97,79.91,3.34,Case
361,324.51,198.54,209.6,324.51,89.09,0.91,82.49,4.25,125.96,38.82,45528.63,7567,0.65,5032,-5691,3898,-7408,1.41,19.55,305.36,205.45,10.14,13.93,79.16,7.52,Case
359,337.69,199.05,213.99,337.69,95.27,0.45,88.24,3.97,138.65,41.06,49813.79,9441,0.64,5220,-6130,3892,-6155,0.86,23.42,323,208.34,9.79,13.39,68.07,5.97,Case
361,339.77,203.57,216.25,331.79,96.63,0.3,89,3.53,136.2,40.09,49230.08,9414,0.65,4844,-6035,4902,-6343,0.7,25.74,324.82,211.29,9.54,13.27,57.82,5.25,Case
