Heart_rate,Max_volume,Min_volume,Endsys_volume,Enddiast_volume,Max_preassure,Min_preassure,Endsys_preassure,Enddiast_preassure,Stroke_vol,Eject_F,Cardiac_output,Stroke_work,Art_elastance,dPdt_max,dPdt_min,dVdt_max,dVdt_min,PdVdt_max,PdPdt_max,VdPdt_max,VdPdt_min,Tau_w,Tau_g,Max_power,PAMP,Group
426,289.14,215.31,242.81,261.08,101.06,5.44,99.7,6.11,73.83,25.53,31415.82,4595,1.35,10368,-4260,18708,-4206,76.25,41.78,277.27,229.44,10.69,21.71,51.57,7.57,Case
429,286.12,215.12,241.11,258.38,99.65,5.3,99.1,5.97,71,24.81,30428.87,4529,1.4,11794,-4589,11869,-5647,73.85,38.35,276.58,227.81,10.69,20.09,47.11,7.06,Case
426,288.33,209.98,241.74,243.25,100.4,2.34,100.01,2.51,78.35,27.17,33339.71,4476,1.28,12076,-4511,16705,-7160,76.75,34.73,277.02,228.37,9.86,18.97,53.36,9.02,Case
426,293.34,214.18,244.51,245.38,92.57,-0.32,84.86,0.59,79.16,26.99,33684.83,4020,1.07,13579,-3806,16384,-5090,73.46,32.77,282.04,228.87,7.14,15.63,62.52,10.38,Case
429,290.64,213.31,265.91,258.57,92.98,0.59,92.66,6.82,77.34,26.61,33144.67,3686,1.2,11872,-4057,20215,-7281,73.2,32.96,276.21,222.6,8.3,19.45,60.55,9.06,Case
423,288.83,215.94,268.04,266.29,101.17,5.66,101,6.46,72.89,25.24,30798.19,4461,1.39,12451,-3822,17957,-5968,75.31,40.76,277.02,219.64,9.43,14.06,64.01,9.03,Case
429,288.7,215.44,241.93,262.9,101.7,5.41,99.98,6.22,73.26,25.38,31398.99,4809,1.36,10478,-4464,18708,-4582,75.81,41.04,278.78,226.3,10.55,19.62,52.65,7.62,Case
429,289.14,215,240.42,260.95,100.81,5.3,98.21,6.05,74.14,25.64,31772.51,4650,1.32,11919,-4417,16571,-6712,78,35.39,279.28,227.11,10.52,19.15,48.18,7.08,Case
429,286.19,214.87,240.67,255.49,99.6,5.27,98.82,5.52,71.32,24.92,30563.76,4492,1.39,10368,-4464,19150,-4394,75.51,41.29,275.45,227.43,10.71,20.13,53.76,8.24,Case
426,289.45,208.4,241.18,242.56,99.19,1.07,99.19,1.18,81.05,28,34488.38,4459,1.22,10979,-4636,13436,-4957,73.27,39.74,277.15,228.68,8.98,17.39,58.08,9.87,Case
429,291.96,214.81,245.51,245.76,91.22,-0.53,85.05,1.45,77.16,26.43,33066.86,3975,1.1,12420,-3931,10858,-5586,70.78,27.95,281.67,227.24,7.38,16.93,56.33,9.33,Case
426,286.94,216.31,264.84,264.91,96.02,1.45,95.86,6.79,70.63,24.61,30053.39,3740,1.36,12342,-3947,16511,-8600,74.81,34.26,273.19,220.77,9.72,15.58,58.89,8.39,Case
426,289.14,216.01,241.74,263.9,101.58,5.44,97.93,6.22,73.13,25.29,31119.64,4795,1.34,10227,-4198,14689,-7469,76.48,32.21,281.04,225.73,10.61,20.84,47.15,6.77,Case
429,287.51,215.44,241.3,262.21,100.65,5.36,98.32,6.15,72.07,25.07,30887.99,4669,1.36,11653,-4558,11863,-6028,73.96,38.25,278.47,226.55,10.55,19.21,45.88,6.67,Case
429,287.44,215.12,241.43,258.75,100.01,5.33,99.13,5.97,72.32,25.16,30994.34,4507,1.37,11950,-4589,14247,-6718,78.05,36,278.09,226.74,10.58,19.12,48.94,7.31,Case
426,287.07,209.47,241.18,244.19,100.01,2.48,99.79,2.57,77.59,27.03,33017.77,4529,1.29,11465,-4699,19271,-5459,75.98,33.15,276.9,225.67,9.68,17.06,46.84,7.86,Case
426,293.28,213.87,244.57,244.57,92.82,-0.54,85.87,0.8,79.41,27.08,33793,4042,1.08,13485,-3978,14374,-5713,73.1,31.71,282.42,228.93,7.11,15.04,60.77,10.16,Case
429,288.76,213.68,265.79,261.52,92.8,0.8,92.54,6.98,75.08,26,32177.15,3658,1.23,11668,-3947,19646,-7281,72.94,33.23,273.82,221.4,8.94,18.86,53.12,7.77,Case
426,291.02,216.07,267.48,264.28,101.29,5.52,101,6.32,74.96,25.76,31897.44,4570,1.35,11668,-3900,17080,-7160,75.67,41.7,277.15,221.46,9.52,15.01,58.3,8.35,Case
426,289.45,214.93,240.99,263.84,100.84,5.35,99.18,6.21,74.52,25.74,31709.43,4769,1.33,10854,-4981,17637,-5962,76.61,32.66,279.22,224.91,10.53,18.61,48.2,6.92,Case
429,287.82,214.69,240.74,260.13,100.59,5.39,98.21,6.18,73.14,25.41,31344.51,4565,1.34,12264,-4417,10108,-6028,78.94,37.23,278.15,227.61,10.73,20.81,48.81,7.21,Case
429,287.38,213.24,240.74,249.21,98.98,4.38,97.93,4.49,74.14,25.8,31775.1,4556,1.32,11762,-4761,17516,-5526,76.91,34.54,276.77,226.49,10.38,17.49,48.28,7.77,Case
426,292.47,211.17,241.81,241.43,95.42,0.33,93.31,0.55,81.3,27.8,34593.97,4258,1.15,11997,-4088,9484,-5520,72.8,39.82,279.6,228.24,8.12,17.92,63.44,10.88,Case
426,290.52,214.56,267.29,250.09,91.6,0.15,91.13,2.93,75.96,26.15,32324.97,3938,1.2,11841,-4104,11615,-7287,74.92,26.68,278.09,223.47,7.57,17,54.39,8.7,Case
429,290.64,216.44,268.23,265.22,98.91,2.93,98.91,6.55,74.2,25.53,31801.04,4025,1.33,12968,-3853,19210,-7844,75.45,32.8,275.52,221.97,9.58,14.91,64.66,9.19,Case
426,289.32,215.62,239.48,264.91,101.28,5.36,98.35,6.27,73.7,25.47,31361.73,4914,1.33,10901,-4730,17764,-4957,75.53,41.2,279.16,224.54,10.59,19.09,48.66,6.93,Case
313,636.52,323.06,352.58,599.34,109.06,0.99,96.84,5.28,313.46,49.25,97956.2,24705,0.31,5753,-5941,11748,-11494,1.06,48.21,570.51,329.72,9.19,12.3,133.19,3.71,Case
313,637.52,333.29,364.63,601.1,110.93,-0.08,97.87,3.04,304.23,47.72,95071.86,25257,0.32,5831,-6286,11681,-11179,0.31,56.16,580.69,337.57,8.86,12.35,114.2,3.16,Case
317,615.98,349.06,385.87,573.77,107.94,-2.34,96.1,4.76,266.92,43.33,84737.44,24464,0.36,5737,-6286,12305,-12311,-2.23,56.58,590.04,356.28,8.5,12.63,141.97,4.31,Case
313,624.97,324.94,350.7,594.25,108.39,1.22,95,5.52,300.02,48.01,93757.35,24285,0.32,5596,-5815,11372,-12438,1.47,61.16,563.92,333.55,9.18,12.42,111.99,3.17,Case
313,635.52,327.39,361.75,608.64,110.9,0.78,98.59,4.03,308.12,48.48,96288.01,25498,0.32,5815,-6082,12625,-10549,1.28,52.26,584.39,333.29,9.09,12.3,128.51,3.47,Case
317,625.53,362.06,401.51,573.65,109.6,-2.29,98.12,2.21,263.47,42.12,83640.33,22617,0.37,5800,-6239,12619,-11239,-2.24,52.81,588.72,373.3,8.18,12.68,114.95,3.49,Case
316,608.45,337.38,375.06,578.68,105.46,1.22,94.31,5.72,271.07,44.55,85600.69,20897,0.35,5533,-5972,12807,-7414,1.41,58.31,559.02,359.24,9.26,12.4,86.04,2.57,Case
313,633.69,320.86,352.14,598.02,108.8,0.83,96.43,5.11,312.83,49.37,97759.5,24214,0.31,5690,-5878,11996,-12746,1.41,46.82,570.26,327.84,9.15,12.22,122.23,3.42,Case
314,616.61,338.45,372.42,589.8,109.97,-1.38,97.34,2.18,278.17,45.11,87382.71,24106,0.35,5737,-6145,10864,-11554,-1.35,45.06,591.18,344.35,8.39,12.6,123.89,3.56,Case
314,609.7,346.74,379.96,580.31,105.93,-1.27,95.24,6.11,262.96,43.13,82606.7,22536,0.36,5721,-6207,13128,-14889,-1.21,51.33,574.09,358.55,8.69,12.48,177.67,5.28,Case
313,633,322.3,348.87,602.8,109.08,1.08,95.41,5.33,310.7,49.08,97093.74,24759,0.31,5706,-5831,12371,-10676,1.42,46.83,575.79,328.77,9.19,12.38,121.36,3.34,Case
316,633.19,330.35,369.16,602.92,111.42,0.14,99.31,2.71,302.84,47.83,95634.93,25637,0.33,5878,-6286,11996,-10616,0.58,57.04,579.49,336.69,8.86,12.34,115.66,3.18,Case
316,619.37,354.46,385.8,568.32,108.33,-2.38,92.87,3.56,264.91,42.77,83656.91,24022,0.35,5737,-6395,13563,-9042,-2.38,53.2,593.43,362.94,8.5,12.7,101.26,3.14,Case
313,621.2,327.21,357.67,592.87,108.83,1.3,95.79,5.47,293.99,47.33,91871.65,24216,0.33,5721,-5941,11990,-9169,1.52,59.61,567,335,9.25,12.38,102.62,2.92,Case
313,634.51,326.2,356.72,602.86,111.23,0.81,97.68,4.29,308.31,48.59,96346.64,25571,0.32,5847,-6129,12311,-10235,1.13,46.08,591.8,329.03,9.17,12.51,128.46,3.53,Case
314,624.08,360.18,396.6,574.4,110.16,-2.12,98,2.16,263.9,42.29,82901.4,22778,0.37,5815,-6380,13067,-11996,-1.99,57.4,583.07,370.04,8.34,12.56,129.74,3.93,Case
316,622.51,318.67,369.09,584.33,105.71,0.84,94.44,5.83,303.85,48.81,95952.2,21788,0.31,5580,-6145,15767,-14005,0.86,54.23,558.83,353.64,9.17,12.43,185.83,5.44,Case
313,633.51,321.3,349,597.2,109.22,0.94,96.13,5.36,312.21,49.28,97564.69,24634,0.31,5784,-6004,13442,-11185,0.94,51.11,566.43,327.9,9.23,12.24,121.34,3.4,Case
314,626.85,333.74,373.11,593.81,110.87,-0.39,99.2,2.68,293.11,46.76,92076.97,25022,0.34,5847,-6286,11742,-12498,-0.11,58.75,576.92,338.83,8.69,12.43,137.65,3.9,Case
316,609.33,341.71,376.13,575.54,107.47,-2.31,95,5.66,267.61,43.92,84509.34,24206,0.36,5784,-6129,12565,-13255,-2.31,50.33,584.14,351.26,8.61,12.84,176.7,5.33,Case
313,631.68,319.86,349.94,593.37,108.92,1.13,96.16,5.55,311.83,49.36,97445.53,24638,0.31,5721,-5800,12117,-11935,1.13,52.51,561.78,326.76,9.34,12.79,123.89,3.52,Case
314,631.87,328.21,364.33,603.36,111.38,0.2,99.5,3.01,303.66,48.06,95390.89,25832,0.33,5800,-6192,13563,-12686,0.37,49.04,589.67,332.1,8.89,12.39,127.5,3.5,Case
316,620.82,350.13,381.34,570.01,108.77,-2.37,93.61,3.92,270.69,43.6,85482.19,24682,0.35,5863,-6317,13503,-10676,-2.37,51.6,593.69,358.23,8.41,12.55,116.02,3.57,Case
313,623.83,323.5,357.1,589.67,108.81,1.31,96.84,5.44,300.33,48.14,93853.81,24483,0.32,5831,-5925,12250,-10925,1.47,47.73,570.7,331.54,9.25,12.46,112.99,3.25,Case
314,633.88,323.94,364.45,601.6,110.74,0.75,99.75,3.87,309.94,48.9,97364.42,25540,0.32,5847,-6239,12686,-12371,1.03,52.82,581.75,329.15,9.15,12.17,129.8,3.59,Case
316,623.27,363.25,403.39,572.71,109.1,-2.26,98.39,2.13,260.01,41.72,82108.77,22196,0.38,5800,-6286,13691,-10931,-2.26,52.05,587.34,377.33,8.04,12.44,115.63,3.53,Case
314,621.82,314.14,360.8,585.52,105.63,1.36,95.46,5.5,307.69,49.48,96655.24,22895,0.31,5627,-5878,17643,-12686,1.69,53.47,557.2,333.36,9.22,12.58,149.15,4.35,Case
311,632.63,318.28,355.22,592.12,109.38,0.77,98.55,5.01,314.34,49.69,97723.37,25321,0.31,5831,-6004,12438,-11621,0.97,49.33,575.16,323.37,9.23,12.34,127.05,3.62,Case
314,611.28,343.16,381.41,585.4,109.94,-1.77,98.17,2.21,268.12,43.86,84224.69,23632,0.37,5784,-6286,13945,-14574,-1.71,47.84,588.41,352.08,8.32,12.31,123.02,3.59,Case
314,614.41,345.99,378.26,579.12,106.18,-0.85,96.02,5.78,268.42,43.69,84321.66,21812,0.36,5706,-6160,13188,-15639,-0.83,53.09,565.42,360.93,8.64,12.69,202.91,6.05,Case
309,631.44,321.8,352.45,597.26,109.8,0.95,97.01,5.22,309.63,49.04,95763.32,25151,0.31,5768,-5956,12438,-10676,1.31,48.97,574.97,326.58,9.18,12.56,117.17,3.28,Case
313,629.36,332.1,363.88,600.16,111.75,0.15,98.3,2.94,297.26,47.23,92892.99,25693,0.33,5925,-6207,12934,-13061,0.53,51,588.98,336.94,8.77,12.4,121.52,3.37,Case
314,617.62,366.14,399.3,571.89,108.66,-2.56,96.95,3.79,251.48,40.72,78998.08,22511,0.39,5753,-6317,13503,-9793,-2.54,53.2,590.04,376.76,8.32,12.56,106.48,3.26,Case
311,616.73,321.99,354.21,586.71,108.34,1.17,95.8,5.37,294.74,47.79,91628.95,24225,0.33,5753,-5800,11869,-9418,1.5,49.67,568.19,330.28,9.29,12.73,111.28,3.23,Case
313,630.24,324.57,360.74,597.65,110.88,0.61,98.95,3.52,305.67,48.5,95522,25619,0.32,5862,-6129,11869,-11185,1,52.24,583.2,329.03,8.97,12.27,127.5,3.57,Case
314,618.31,361.37,398.36,572.52,109.13,-2.34,98.04,2.05,256.94,41.55,80713.03,22433,0.38,5815,-6411,13188,-12625,-2.31,54.45,581.75,373.05,8.18,12.39,126.73,3.87,Case
311,606.81,333.05,371.04,577.67,106.12,1.14,95.65,5.69,273.77,45.12,85109.29,21381,0.35,5612,-5878,12686,-7662,1.14,55.86,556.07,354.84,9.23,12.45,94.21,2.82,Case
311,629.99,321.55,356.22,596.14,109.91,0.77,98.78,4.68,308.44,48.96,95886.95,24936,0.32,5768,-5957,11748,-11869,0.78,47.71,575.09,328.77,9.12,12.2,125.48,3.53,Case
316,614.79,352.52,389.88,579.81,110.11,-1.96,98.92,2.13,262.27,42.66,82823.59,23062,0.38,5941,-6395,14695,-13563,-1.93,52.49,582.13,361.37,8.24,12.46,131.54,3.91,Case
313,617.36,329.22,376.19,578.17,106.13,0.04,96.04,5.83,288.15,46.67,90046.47,21704,0.33,5596,-6113,14126,-14508,0.15,59.47,556.94,356.66,8.94,12.55,187.42,5.61,Case
375,248.36,180.87,189.05,247.45,116.44,2.86,115.04,5.47,67.49,27.17,25307.99,5565,1.7,6786,-4672,2817,-1971,4.45,70.37,236.26,181.94,11.86,19.37,23.7,3.87,Case
370,249.1,181.88,190.23,247.19,116.37,2.37,114.99,4.36,67.22,26.98,24895.47,5641,1.71,6740,-4676,3025,-2050,3.82,71.95,238.99,182.99,11.59,18.97,26.58,4.35,Case
377,251.53,181.76,189.01,240.31,116.02,0.39,114.33,2.68,69.77,27.74,26329.74,6247,1.64,6599,-4652,2619,-2525,1.83,73.78,244.07,182.63,10.75,19.79,35.47,6.14,Case
373,242.01,181.39,190.09,241.61,111.55,2.49,110.26,6.43,60.62,25.05,22591.24,5245,1.82,5934,-4423,2057,-2818,5.08,67.48,237.1,181.51,11.98,20.13,35.43,6.07,Case
377,245.48,177.8,186.14,245.48,115.26,3.33,113.36,6.07,67.67,27.57,25537.16,5736,1.68,6270,-4368,3006,-2010,4.63,72.74,233.85,177.8,12.21,20.33,27.64,4.59,Case
375,248.25,181.22,189.97,246.35,114.83,3.05,113.29,5.7,67.03,27,25135.67,5439,1.69,6641,-4535,2489,-1957,4.64,71.85,233.7,182.28,11.89,19.01,22.42,3.69,Case
377,249.77,180.59,187.77,247.25,116.74,2.62,115.07,4.95,69.18,27.7,26106.87,5692,1.66,6849,-4769,3188,-2073,4.25,73.74,239.58,182.06,11.58,18.91,26.78,4.38,Case
373,252.36,182.56,190.33,242.35,114.69,1.24,113.09,3.19,69.81,27.66,26015.57,6027,1.62,6435,-4620,2504,-2295,2.37,74.44,243,183.52,11.11,19.37,31.78,5.41,Case
373,247.01,181.43,188.86,239.69,113.65,0.24,112.2,4,65.58,26.55,24438.92,5790,1.71,6318,-4560,2277,-2561,2.59,69.89,239.63,182.32,10.81,19.66,34.52,6.01,Case
375,245.27,177.9,185.56,245.27,113.76,3.43,112.41,6.1,67.37,27.47,25262.41,5465,1.67,6038,-4277,2032,-2183,4.91,72.32,235.69,178.55,12.42,20.4,28.01,4.66,Case
373,246.66,179.43,187.16,245.78,115.49,3.15,113.02,5.99,67.23,27.26,25054.1,5825,1.68,6578,-4504,2265,-2003,4.59,70.05,234.92,180.05,11.99,19.74,25.26,4.18,Case
377,249.05,181.1,188.74,246.91,115.55,2.77,113.97,5.26,67.95,27.28,25640.76,5321,1.68,6704,-4700,3081,-2197,4.42,69.52,235.75,182.05,11.83,18.99,22.44,3.68,Case
375,250.23,181.05,189.63,246.07,116.21,2.09,114.91,4.11,69.18,27.65,25942.57,6068,1.66,6604,-4691,3210,-2354,3.45,70.17,242.83,182.6,11.39,18.84,32.98,5.45,Case
375,253.22,181.75,190.09,239.81,113.41,0.2,112.07,2.88,71.47,28.22,26800.02,6161,1.57,6306,-4565,2134,-2764,1.89,73.04,243.26,182.28,10.9,19.6,38.04,6.61,Case
370,242.48,182.09,188.88,242.48,111.31,2.45,109.86,6.53,60.39,24.91,22366.76,5056,1.82,5920,-4447,1885,-2622,5.09,70.17,235.56,182.09,11.75,19.7,31.55,5.37,Case
377,245.96,178.33,186.46,245.96,114.33,3.37,112.3,6.27,67.63,27.5,25522.02,5617,1.66,6242,-4326,2762,-1925,4.79,72.86,233.4,178.36,12.24,20.47,28.07,4.64,Case
373,248.74,181.26,189.39,246.9,114.93,3.07,113.26,5.87,67.48,27.13,25147.41,5492,1.68,6597,-4595,2064,-2276,4.57,69.25,234.72,182.27,11.96,19.41,25.09,4.12,Case
375,249.14,181.08,188.38,247.25,116.25,2.63,114.43,5.09,68.07,27.32,25525.68,5400,1.68,6890,-4725,2910,-2263,4.33,75.36,236.62,182.33,11.62,18.79,22.21,3.63,Case
375,251.34,181.45,188.38,244.56,115.96,1.56,114.01,3.68,69.89,27.81,26209.59,6140,1.63,6565,-4646,2667,-2416,3.1,75.86,243.25,182.72,11.01,19.06,33.74,5.64,Case
375,249.09,181.54,189.8,239.62,112.5,0.11,111.13,3.42,67.55,27.12,25331.37,5785,1.65,6196,-4545,2005,-2428,2.37,71.59,238.72,181.91,10.96,20.09,32.64,5.69,Case
370,244.5,179.01,186.12,244.34,112.52,3.42,111.41,6.55,65.49,26.78,24254.58,5275,1.7,5949,-4290,1825,-2362,4.93,69.79,234.72,179.13,12.36,20.05,29.72,4.98,Case
377,246.65,178.74,187.64,245.84,114.59,3.14,112.77,5.84,67.91,27.53,25624.98,5717,1.66,6459,-4373,2895,-1810,4.52,68.2,233.5,178.94,12.09,20.36,27.04,4.47,Case
373,247.94,180.52,187.96,246.84,115.3,2.83,113.47,5.6,67.42,27.19,25127.06,5515,1.68,6693,-4638,2539,-2015,4.52,73.24,235.76,181.76,11.7,19.11,23.13,3.8,Case
373,249.39,180.61,188.56,245.92,115.77,2.12,114.24,4.13,68.78,27.58,25631.37,5800,1.66,6702,-4599,2699,-2146,3.59,73,240.14,181.82,11.38,18.83,28.09,4.64,Case
375,252.22,181.72,188.72,239.75,114.71,0.31,113.07,2.63,70.51,27.95,26439.95,6174,1.6,6453,-4657,2329,-2544,1.75,69.29,243.78,182.38,10.82,19.84,35.55,6.18,Case
373,241.52,182.75,189.9,241.03,110.46,2.32,108.79,6.66,58.77,24.33,21902.62,4926,1.85,5899,-4450,1717,-2768,5.34,69.12,235.83,183.02,11.79,19.73,33.69,5.8,Case
375,246.23,178.72,187.11,246.23,115.1,3.46,113.48,6.21,67.51,27.42,25316.66,5669,1.68,6273,-4362,3002,-1811,4.77,71.74,234.25,178.93,12.16,20.31,26.95,4.44,Case
375,248.98,182.38,189.99,246.45,115.14,3.18,113.24,5.85,66.6,26.75,24974.97,5390,1.7,6706,-4629,2691,-1898,4.76,72.21,234.21,183.03,11.98,19.06,23.51,3.87,Case
375,250.19,181.78,188.67,247.51,116.89,2.9,115.39,5.22,68.41,27.34,25655.08,5552,1.69,6866,-4838,3132,-2233,4.5,73.82,238.97,183.08,11.65,18.66,25.11,4.1,Case
375,252.05,182.31,190.51,245.99,116.05,2.26,114.74,4.34,69.73,27.67,26150.31,6099,1.65,6575,-4702,3158,-2524,3.68,75.1,243.6,183.22,11.47,18.76,35.73,5.9,Case
377,253.47,181.48,189.03,240.77,114.29,0.55,112.47,2.77,71.99,28.4,27165.83,6136,1.56,6324,-4648,2249,-3044,2.03,68.46,242.61,182.19,10.72,19.37,39.75,6.86,Case
373,243.34,182.02,189.41,242.98,110.71,2.22,109.1,5.99,61.32,25.2,22853.82,5079,1.78,5886,-4399,1633,-2659,4.86,68.8,235.38,182.23,11.76,19.46,32.5,5.51,Case
375,247.28,178.43,187.16,247.28,115.4,3.25,113.93,5.89,68.86,27.85,25821.57,5727,1.65,6223,-4361,2770,-1957,4.54,68.89,235.53,179.27,12.03,20.5,28.5,4.66,Case
373,250.37,182.4,191.25,248.07,114.82,2.98,113.4,5.65,67.98,27.15,25333.82,5483,1.67,6611,-4561,2336,-2114,4.6,71.11,235.53,182.95,11.98,19.75,24.15,3.92,Case
375,249.71,180.98,188.53,248.2,116.91,2.65,115.33,4.94,68.73,27.53,25774.9,5769,1.68,6859,-4798,3090,-2217,4.12,74.11,240.52,182.32,11.57,18.88,28.38,4.61,Case
375,252.9,182.89,189.95,241.87,114.81,0.68,112.88,3.24,70.01,27.68,26253.06,6050,1.61,6486,-4688,2258,-2302,2.19,74.83,243.6,184.19,10.69,19.13,31.83,5.44,Case
370,245.79,183.39,189.89,241.41,112.59,1.03,110.97,6.29,62.41,25.39,23113.59,5492,1.78,6160,-4613,1742,-2735,4.5,69.02,240.05,183.76,11.36,20.06,35.33,6.06,Case
375,247.08,178.86,187.19,247.08,114.81,3.43,113.34,6.31,68.22,27.61,25582.7,5562,1.66,6196,-4366,2641,-2021,4.82,73.33,235.85,179.44,12.18,20.13,30.1,4.93,Case
377,250.1,181.49,190.06,247.28,115.62,3.1,114.07,5.61,68.61,27.43,25888.7,5779,1.66,6643,-4600,2500,-2109,4.66,75.04,235.46,181.87,11.83,19.31,24.59,4.02,Case
368,249.46,181.74,189.39,247.74,115.64,2.69,114.02,5.44,67.71,27.14,24925.69,5507,1.68,6697,-4780,2671,-2262,4.38,69.89,238.5,182.66,11.7,18.68,25.91,4.22,Case
375,250.69,180.61,188.71,246.5,117.09,1.82,115.63,3.77,70.08,27.96,26281.15,6137,1.65,6709,-4696,2884,-2929,2.93,75.56,242.3,181.87,11.31,19.31,41.61,6.85,Case
375,252.76,181.96,189.5,239.71,113.06,0.29,111.4,2.62,70.8,28.01,26549.06,6035,1.57,6246,-4605,1952,-2566,1.82,68.35,242.16,182.46,10.52,18.71,35.07,6.1,Case
368,244.6,181.54,189.03,244.52,111.65,2.62,110.43,6.73,63.06,25.78,23210.84,5044,1.75,5911,-4393,1706,-2399,5.16,68.78,234.52,181.54,12.13,19.5,28.7,4.8,Case
373,247.14,179.35,188.79,247.14,114.86,3.36,113.49,6.24,67.79,27.43,25262.28,5729,1.67,6309,-4366,2873,-2002,4.69,68.75,234.74,179.35,12.17,20.4,26.47,4.33,Case
373,249.41,182.07,190.34,248.52,116.23,3.13,114.99,5.77,67.34,27,25096.15,5548,1.71,6766,-4679,2592,-1845,4.54,75.98,236.19,182.97,11.82,18.91,22.88,3.7,Case
375,250.65,182.33,189.23,248.88,116.24,2.69,114.36,5.32,68.32,27.26,25620.32,5545,1.67,6770,-4816,2883,-2181,4.29,75.92,239.52,183.13,11.74,19.05,26.88,4.34,Case
375,253.52,182.82,190.73,244.94,115.75,1.6,114.51,3.39,70.7,27.89,26511.45,6237,1.62,6534,-4730,2537,-2589,2.63,74.75,245.35,183.94,11.14,18.73,36.32,6.05,Case
373,249.62,182.98,190.43,239.74,112.72,0.38,111.09,4.1,66.64,26.7,24835.43,5759,1.67,6180,-4641,1865,-2403,2.84,69.35,240.78,183.29,11.09,19.89,32.76,5.7,Case
373,246.68,179.71,185.94,246.68,113.98,3.37,112.54,6.22,66.97,27.15,24958.09,5267,1.68,6034,-4377,2020,-2499,4.72,69.65,234.83,180.39,12.05,19.49,31.52,5.18,Case
375,247.56,180.71,190.28,246.84,114.84,3.13,113.17,5.98,66.84,27,25065.96,5657,1.69,6554,-4487,2515,-1894,4.54,73.85,234.16,181.14,12.06,19.95,24.61,4.04,Case
375,249.1,181.64,188.86,247.94,116.38,2.76,114.64,5.29,67.46,27.08,25296.45,5551,1.7,6818,-4839,2788,-2027,4.29,74.35,238.2,182.76,11.69,18.65,25.98,4.23,Case
375,250.9,182.66,189.41,244.57,115.57,1.4,113.41,3.18,68.24,27.2,25590.23,5907,1.66,6584,-4740,2592,-2340,2.49,70.47,242.55,183.53,11.3,19.3,30.87,5.16,Case
373,249.66,183.08,189.86,239.99,113.87,0.21,112.19,3.78,66.59,26.67,24814.51,5855,1.68,6341,-4744,2072,-2443,2.47,68.31,241.26,183.53,10.87,19.49,33.89,5.88,Case
373,246.73,180.18,186.99,246.73,113.42,3.44,111.98,6.45,66.56,26.98,24804.66,5372,1.68,6000,-4438,2013,-2359,4.97,68.17,236.59,180.53,12.19,19.27,29.53,4.85,Case
375,247.36,180.89,188.44,247.11,115.93,3.21,113.73,5.97,66.47,26.87,24927.09,5778,1.71,6624,-4588,2718,-2041,4.62,69.71,236.26,181.23,12.05,19.74,23.58,3.86,Case
375,249.85,182.33,189.07,248.42,115.93,2.81,114.1,5.5,67.52,27.02,25320.07,5336,1.69,6818,-4734,2912,-2189,4.48,74.56,236.44,183.05,11.86,19.2,23.64,3.83,Case
377,250.62,182.58,189.05,246.81,116.7,2.15,114.84,3.74,68.04,27.15,25675.34,6003,1.69,6719,-4835,2970,-2262,3.08,74.08,243.54,183.59,11.38,18.78,30.15,4.95,Case
261,446.87,333.34,383.83,411.21,99.37,0.34,93.4,5.51,113.54,25.41,29618.34,7634,0.82,7291,-9283,8734,-6343,79.3,17.8,419.06,347.66,9.9,10.18,49.15,2.91,Case
259,435.45,343.76,376.92,405.81,104.08,-0.02,101.6,4.87,91.69,21.06,23712.36,6900,1.11,6288,-10051,9296,-4212,81.36,26.51,413.28,350.67,10.2,10.42,39.79,2.42,Case
260,431.93,351.92,379.06,406.5,106.01,-0.15,103.56,4.08,80.01,18.52,20780.95,5781,1.29,6006,-9675,8413,-3644,79.07,49.79,407.88,356.2,10.11,11,39.64,2.4,Case
268,438.72,354.06,396.89,404.86,104.11,-2.64,103.29,2.45,84.65,19.3,22675.42,5544,1.22,6586,-10051,10676,-2948,79.63,23.23,405.74,359.59,9.16,10.37,37.84,2.31,Case
265,446.87,327.94,374.72,409.51,99.59,0.6,92.24,5.68,118.94,26.62,31575.85,7950,0.78,7244,-8546,8413,-7596,78.96,23.1,418.3,342.51,10.24,11.7,52.18,3.11,Case
264,433.75,346.02,380.12,405.12,104,0.01,102.6,5.17,87.73,20.23,23188.42,6572,1.17,7088,-9910,9296,-4146,83.08,24.72,410.96,351.23,10.21,10.14,41.63,2.54,Case
265,430.74,352.05,376.79,407.88,106.09,-0.18,103.36,3.25,78.69,18.27,20890.42,5598,1.31,6696,-10208,8794,-3583,81.25,23.9,402.29,355.82,9.88,10.69,38.64,2.32,Case
264,441.79,351.86,397.33,402.16,103.84,-2.49,102.15,2.45,89.93,20.36,23769.13,5813,1.14,6837,-9220,14502,-3771,81.14,20.02,410.2,361.6,9.23,10.56,39.53,2.44,Case
261,446.06,324.42,367.44,405.74,101.68,0.74,94.81,5.6,121.64,27.27,31732.47,8654,0.78,7605,-9487,8976,-7348,80.26,23.01,415.41,335.47,10.44,10.82,46.13,2.8,Case
263,430.36,347.59,372.4,402.61,105.72,-0.09,102.42,5.01,82.77,19.23,21782.27,6206,1.24,6868,-9251,8607,-3268,84.23,24.55,405.43,352.49,10.32,10.07,42.58,2.63,Case
262,430.42,352.93,374.97,411.08,106.4,-0.37,103.06,2.99,77.49,18,20304.35,5419,1.33,6805,-10255,9296,-3208,81.03,22.99,401.1,356.2,9.85,10.66,42.08,2.49,Case
